municipality_number,navn,historiske_navn,historisk_detaljer,year_created,year_stopped
101,Fredrikshald,Halden,1600-tallet,1800,2020
101,Halden,Friderichshald,til 1801,1800,2020
101,Halden,Frederikshald,til 1865,1800,2020
101,Halden,Fredrikshald,til 1.1.1928,1800,2020
102,Sarpsborg,Burgus,ca 1130,1800,2020
102,Sarpsborg,Borg(ar),til 1200-tallet,1800,2020
102,Sarpsborg,Gammelby,1567–1839,1800,2020
102,Sarpsborg,Gleng,1600-tallet,1800,2020
103,Fredrikstad,Salsborg,1568,1800,2020
103,Fredrikstad,Frederichstadtz; tidligere Sarpsborig,1591,1800,2020
103,Fredrikstad,Friderichstad,1769,1800,2020
103,Fredrikstad,Frederichstad,1801,1800,2020
103,Fredrikstad,Frederik(s)stad,til 1865,1800,2020
103,Fredrikstad,Fredriksstad,1875,1800,2020
104,Moss,Mors,norrønt,1800,2020
104,Moss,Moeẞ,1602,1800,2020
104,Moss,Mosse,1801,1800,2020
105,Sarpsborg,Mosse,1801,1800,2020
106,Fredrikstad,Mosse,1801,1800,2020
111,Hvaler,Hvalír,norrønt,1800,2020
111,Hvaler,Hvaløer,1801,1800,2020
111,Hvaler,Hvaløerne,til 1889,1800,2020
112,Torsnes,Þórsnœs,norrønt,1800,2020
112,Torsnes,Thorsnæs,1801,1800,2020
113,Borge,"Ámorð, Borgar",norrønt,1800,2020
114,Varteig,"Hjœjandi, Varteigr",norrønt,1800,2020
114,Varteig,Warte,1769,1800,2020
114,Varteig,Warthøy,1801,1800,2020
115,Skjeberg,"Ingradalr, Ullareyjar, Védalr, Skjálberg",norrønt,1800,2020
115,Skjeberg,Skjaberg,1700-tallet,1800,2020
115,Skjeberg,Skieberg,til 1840,1800,2020
115,Skjeberg,Skeberg,1865,1800,2020
116,Berg,"Ásakar, Roðkar, Berg",norrønt,1800,2020
116,Berg,Nordre Friderichshald,til 1769,1800,2020
116,Berg,Bergs Landdistrikt,1855,1800,2020
117,Idd,"Ønyndardalr, Iddar",norrønt,1800,2020
117,Idd,Søndre Friderichshald,til 1769,1800,2020
117,Idd,Idde,til 1840,1800,2020
117,Idd,Ids Landdistrikt,1855,1800,2020
117,Idd,Id,til 1917,1800,2020
118,Aremark,Aramǫrk,norrønt,1800,2020
118,Aremark,Ørsmark,til 1600-tallet,1800,2020
118,Aremark,Ahremarch,1801,1800,2020
119,Øymark,"Eyjamarkar, Øyjamǫrk",norrønt,1800,2020
119,Øymark,Oddemark,1769,1800,2020
119,Øymark,Ødemarch,1801,1800,2020
119,Øymark,Ømark,til 1917,1800,2020
119,Marker,Markír,norrønt,1800,2020
120,Rødenes,"Aursmǫrk, Rœðanes",norrønt,1800,2020
120,Rødenes,Rødenæs,til 1884,1800,2020
121,Rømskog,Rýmsskógr,norrønt,1800,2020
121,Rømskog,Rømschougen,til 1801,1800,2020
121,Rømskog,Rømskogen,til 1917,1800,2020
122,Trøgstad,"Boðstaða, Þrykstaðir",norrønt,1800,2020
122,Trøgstad,Thrygstad,til 1865,1800,2020
122,Trøgstad,Trygstad,til 1884,1800,2020
123,Spydeberg,"Helinar, Hofinar, Vímar, Spjótaberg",norrønt,1800,2020
123,Spydeberg,Spjoteberg,1700-tallet,1800,2020
124,Askim,"Fróylǫnd, Askeimr",norrønt,1800,2020
124,Askim,Aschim,1801,1800,2020
125,Eidsberg,"Hœruland, Treginsborg, Heggin, Eiðsberg",norrønt,1800,2020
125,Eidsberg,Edsberg,1801,1800,2020
126,Mysen,Mysin,norrønt,1800,2020
127,Skiptvet,"Vímar, Skygþveit",norrønt,1800,2020
127,Skiptvet,Skygthveit,1700-tallet,1800,2020
127,Skiptvet,Skibtved,til 1840,1800,2020
127,Skiptvet,Skiptvedt,1865,1800,2020
127,Skiptvet,Skibtvet,til 1884,1800,2020
128,Rakkestad,"Óss, Skaun, Rakkastaðir",norrønt,1800,2020
128,Rakkestad,Rachestad,1801,1800,2020
129,Degernes,Digranes,norrønt,1800,2020
129,Degernes,Degernæs,1769,1800,2020
129,Degernes,Deignæs,1801,1800,2020
130,Tune,Túnir,norrønt,1800,2020
130,Tune,Thunøe,til 1840,1800,2020
130,Tune,Tune Landdistrikt,1855,1800,2020
131,Rolvsøy,Hrólfsey,norrønt,1800,2020
131,Rolvsøy,Rolvsøe,til 1911,1800,2020
132,Glemmen,Glymeimar,norrønt,1800,2020
132,Glemmen,Glemming,1801,1800,2020
132,Glemmen,Fred(e)rikstad Landdistrikt,til 1875,1800,2020
132,Glemmen,Glemminge,til 1917,1800,2020
133,Kråkerøy,Krákrey,norrønt,1800,2020
133,Kråkerøy,Kragerøen,til 1917,1800,2020
133,Kråkerøy,Kraakerøy,til 1918,1800,2020
134,Onsøy,Óðinsey,norrønt,1800,2020
134,Onsøy,Odinsø,1700-tallet,1800,2020
134,Onsøy,Onsøe,til 1801,1800,2020
134,Onsøy,Onsø,til 1917,1800,2020
135,Råde,"Tesalr, Róða",norrønt,1800,2020
135,Råde,Rode,1700-tallet,1800,2020
135,Råde,Raade,til 1918,1800,2020
136,Rygge,"Vǫrn, Varna, Ryggi(h)of",norrønt,1800,2020
136,Rygge,Ryggihof,1700-tallet,1800,2020
137,Våler,"Svindalr, Válir",norrønt,1800,2020
137,Våler,Waaler,til 1801,1800,2020
137,Våler,Vaaler,til 1918,1800,2020
138,Hobøl,"Tómtir, Morsardalr, Hóbœli",norrønt,1800,2020
138,Hobøl,Mossedale,til 1700-tallet,1800,2020
138,Hobøl,Hobøle,til 1700-tallet,1800,2020
138,Hobøl,Haabel,til 1840,1800,2020
138,Hobøl,Haabøl,til 1889,1800,2020
0194,Jeløy,Jǫlund,norrønt,1800,2020
0194,Jeløy,Gjel-Øen,1832,1800,2020
0194,Jeløy,Mosse Landsogn,1865,1800,2020
0194,Jeløy,Moss Landdistrikt,1875,1800,2020
0194,Jeløy,Moss,til 27.6.1919,1800,2020
201,Son◎,Zoon/Zoen,1600-tallet,1800,2020
201,Son◎,Soon,til 1891,1800,2020
202,Hvitsten◎,Kvitastein,norrønt,1800,2020
202,Hvitsten◎,Wiidsteen,1801,1800,2020
202,Hvitsten◎,Hvidsteen,1855,1800,2020
202,Hvitsten◎,Hvid(t)sten,til 1900,1800,2020
203,Drøbak◎,Drøbach,1801,1800,2020
0204,Hølen◎,Høelen,1801,1800,2020
211,Vestby,"Garða sókn, Sána sókn, Vestbjár sókn (norrønt)Westbye",1801,1800,2020
211,Vestby,Vestby Landdistrikt,1855,1800,2020
212,Kråkstad,Krákustaðir sókn (norrønt)Krakostad,1700-tallet,1800,2020
212,Kråkstad,Krogstad,1801,1800,2020
212,Kråkstad,Kraakstad,til 1918,1800,2020
213,Ski,Skeiðis sókn (norrønt)Skeid,1700-tallet,1800,2020
213,Ski,Skhie,1769,1800,2020
214,Ås,"Króa sókn, Norðbjár sókn, Áss sókn (norrønt)Aas",til 1918,1800,2020
215,Frogn,Fraunar sókn (norrønt)Fraunabygd,1300-tallet,1800,2020
215,Frogn,Frauner,1700-tallet,1800,2020
215,Frogn,Froen,1801,1800,2020
215,Frogn,Drøbaks Landdistrikt,til 1855,1800,2020
215,Frogn,Fron,til 1885,1800,2020
216,Nesodden,Nesoddi sókn (norrønt)Næsodden,til 1884,1800,2020
217,Oppegård,"Gerðaruðin, Ruðin, Uppigarðr",norrønt,1800,2020
217,Oppegård,Oppegaard,til 1918,1800,2020
218,Aker,"Oslóarherað, Akr",norrønt,1800,2020
218,Aker,Agersherrit,mellomnorsk,1800,2020
218,Aker,Ag(g)er,til 1801,1800,2020
218,Aker,Agers Landdistrikt,til 1855,1800,2020
219,Bærum,Bergeimsheraði,norrønt,1800,2020
219,Bærum,Bergumsherrit,mellomnorsk,1800,2020
219,Bærum,Bergheim,1700-tallet,1800,2020
220,Asker,"Skógheimsheraði, Aska",norrønt,1800,2020
220,Asker,Ascher,1801,1800,2020
221,Høland*,Heylǫndum,norrønt,1800,2020
221,Høland*,Høeland,1801,1800,2020
221,Høland*,Høyland,1835,1800,2020
221,Søndre Høland,Heimnes,norrønt,1800,2020
221,Søndre Høland,Hemnes,til 1931,1800,2020
221,Aurskog-Høland,Hemnes,til 1931,1800,2020
222,Nordre Høland,Løykin,norrønt,1800,2020
223,Setskog,Sitskógr,norrønt,1800,2020
223,Setskog,Sitskoven,1769,1800,2020
223,Setskog,Zidskoug,1801,1800,2020
223,Setskog,Setskogen,til 1917,1800,2020
224,Aurskog,Aurskógr,norrønt,1800,2020
224,Aurskog,Urschoug,1801,1800,2020
224,Aurskog,Urskoug,til 1855,1800,2020
224,Aurskog,Urskaug,1865,1800,2020
224,Aurskog,Urskog,til 1917,1800,2020
225,Blaker,Blǫkum,norrønt,1800,2020
225,Blaker,Blakier,til 1801,1800,2020
226,Sørum,"Gauteið, Skaun, Suðreim",norrønt,1800,2020
226,Sørum,Søreim,1700-tallet,1800,2020
227,Fet,"Akrar, Fit",norrønt,1800,2020
227,Fet,Fedt,til 1840,1800,2020
228,Rælingen,Rœlingr,norrønt,1800,2020
228,Rælingen,Relling,1769,1800,2020
228,Rælingen,Ræling,1801,1800,2020
229,Enebakk,"Ignardalr, Ignabakki",norrønt,1800,2020
229,Enebakk,Enebach,1801,1800,2020
229,Enebakk,Enebak,til 1918,1800,2020
230,Lørenskog,Leireimsskógr,norrønt,1800,2020
230,Lørenskog,Lørenskoven,til 1801,1800,2020
230,Lørenskog,Lørenskogen,til 1917,1800,2020
231,Skedsmo,"Gjǫleið, Skeiðismór",norrønt,1800,2020
231,Skedsmo,Skytsmoe,til 1801,1800,2020
231,Skedsmo,Skjesmoe,1835,1800,2020
232,Lillestrøm,litla Straumr,norrønt,1800,2020
232,Lillestrøm,Lille Strøm,1854,1800,2020
233,Nittedal,Nitjudalr,norrønt,1800,2020
233,Nittedal,Nitedal,til 1900,1800,2020
233,Nittedal,Nittedalen,til 1917,1800,2020
234,Gjerdrum,"Sunnlœmr, Gerðarinar",norrønt,1800,2020
234,Gjerdrum,Gjardarheim,1300-tallet,1800,2020
234,Gjerdrum,Gierdrum,til 1801,1800,2020
235,Ullensaker,"Kisa, Jasseimr",norrønt,1800,2020
235,Ullensaker,Ullinshof,til 1500-tallet,1800,2020
235,Ullensaker,Ullensag(g)er,til 1855,1800,2020
236,Nes,"Aulinibingr, Runninibingr, Ness á Raumarike",norrønt,1800,2020
236,Nes,Næss,1801,1800,2020
236,Nes,Næs,til 1900,1800,2020
237,Eidsvoll,"Austþorp, Eið, Eiðsvǫllr",norrønt,1800,2020
237,Eidsvoll,Edsvold,inntil 1700-tallet,1800,2020
237,Eidsvoll,Ejdsvold,1801,1800,2020
237,Eidsvoll,Eidsvold,til 1917,1800,2020
238,Nannestad,"Vestþorpi, Norðlœmr, Norðlœheimi, Nannastaða",norrønt,1800,2020
239,Hurdal,"Uðardalr, Hurðardalr",norrønt,1800,2020
239,Hurdal,Urdedal,1700-tallet,1800,2020
239,Hurdal,Hurda(h)len,til 1917,1800,2020
240,Feiring,Fegringar,norrønt,1800,2020
240,Feiring,Feigringen,1801,1800,2020
240,Feiring,Feiringen,1875,1800,2020
240,Feiring,Fering,"1891, 1900",1800,2020
301,Oslo,1838,1.1.,1800,2020
301,Oslo,1948,1.1.,1800,2020
401,Hamar,"(stora) Hamarr, Hamarkaupangr, Biskupshammarr",middelalderen,1800,2020
411,Nes,Ullinshof á Nesi,norrønt,1800,2020
411,Nes,Næss,1801,1800,2020
411,Nes,Næs,til 1884,1800,2020
412,Ringsaker,Svaðabú,norrønt,1800,2020
412,Ringsaker,Hringisakr,norrønt,1800,2020
412,Ringsaker,Ringsager,til 1855,1800,2020
413,Furnes,Furnesi,norrønt,1800,2020
413,Furnes,Furnæs,til 1884,1800,2020
414,Vang,Ríðabú,norrønt,1800,2020
414,Vang,Wang,1801,1800,2020
415,Løten,"Fauskar, Lautinar",norrønt,1800,2020
415,Løten,Lauten,1700-tallet,1800,2020
415,Løten,Leuthen,til 1801,1800,2020
415,Løten,Løiten,til 1917,1800,2020
416,Romedal,"Austbú, Ruðmudalr",norrønt,1800,2020
416,Romedal,Rudmedal,1700-tallet,1800,2020
416,Romedal,Rommedal,til 1840,1800,2020
417,Stange,"Skaun, Stanga",norrønt,1800,2020
417,Stange,"Straumr, Ódalr",norrønt,1800,2020
418,Nord-Odal,nyrðri Ódalr,norrønt,1800,2020
418,Nord-Odal,Sand,til 1819,1800,2020
418,Nord-Odal,Nordre Oudal(en),til 1917,1800,2020
419,Sør-Odal,Nordre Oudal(en),til 1917,1800,2020
420,Eidskog,Eiðaskógr,norrønt,1800,2020
420,Eidskog,Eidskoug,1838,1800,2020
420,Eidskog,Eidskogen,til 1917,1800,2020
421,Vinger,Vingr á Sóleyjum,norrønt,1800,2020
421,Vinger,Winger,1801,1800,2020
421,Kongsvinger,Winger,1801,1800,2020
422,Brandval,Brandváll,norrønt,1800,2020
422,Brandval,Brandvold,til 1884,1800,2020
423,Grue,Grǫfu,norrønt,1800,2020
424,Hof,Hof,norrønt,1800,2020
424,Hof,Hoff,1801,1800,2020
425,Aasnæs og Vaaler,Hoff,1801,1800,2020
425,Åsnes,Ásness,norrønt,1800,2020
425,Åsnes,Aasnæs,til 1884,1800,2020
425,Åsnes,Aasnes,til 1918,1800,2020
426,Våler,Vála,norrønt,1800,2020
426,Våler,Waaler,1801,1800,2020
426,Våler,Vaaler,til 1918,1800,2020
427,Elverum,"Alfareimr, Álfrheimsheraði",norrønt,1800,2020
427,Elverum,Ellffuerim,1575,1800,2020
428,Trysil,Trysiljar,norrønt,1800,2020
428,Trysil,Tryssel,1769,1800,2020
428,Trysil,Tryssild,til 1840,1800,2020
428,Trysil,Trysil,1865,1800,2020
428,Trysil,Tryssil,til 1903,1800,2020
429,Åmot,Ámóti,norrønt,1800,2020
429,Åmot,Aamodt,til 1840,1800,2020
429,Åmot,Aamot,til 1918,1800,2020
430,Stor-Elvdal,ýtri Elfardalr,norrønt,1800,2020
430,Stor-Elvdal,(Store) Ellffuedal,1575,1800,2020
430,Stor-Elvdal,Store Elvedalen,til 1865,1800,2020
430,Stor-Elvdal,Storelvedalen,1875,1800,2020
430,Stor-Elvdal,Stor-Elvedalen,til 1917,1800,2020
431,Sollia,Sollien,til 1917,1800,2020
432,Rendalen*,Hreinudal,norrønt,1800,2020
432,Rendalen*,Reindalen,1700-tallet,1800,2020
432,Rendalen*,Reendahlen,1801,1800,2020
432,Rendalen*,Reendalen,til 1855,1800,2020
432,Ytre Rendal,neðri Hreinudal,norrønt,1800,2020
432,Ytre Rendal,Ytre Rendalen,til 1917,1800,2020
432,Rendalen,Ytre Rendalen,til 1917,1800,2020
433,Øvre Rendal,éfra Hreinudal,norrønt,1800,2020
433,Øvre Rendal,Øvre Rendalen,til 1917,1800,2020
434,Engerdal,Engjardal,norrønt,1800,2020
434,Engerdal,Østerdalens nordlige fjelddistrikter,1870-1908,1800,2020
434,Engerdal,Engerdalen,til 1917,1800,2020
435,Os,Óss,norrønt,1800,2020
435,Os,Ous,1801,1800,2020
435,Tolga-Os,Ous,1801,1800,2020
436,Tolga,Tolgen,til 1917,1800,2020
0436,Tolga,Tolgen,til 1917,1800,2020
437,Tynset,Tunnusetr,norrønt,1800,2020
437,Tynset,Tunsæter,1700-tallet,1800,2020
437,Tynset,Tønsæt,til 1865,1800,2020
437,Tynset,Tønset,til 1917,1800,2020
438,Alvdal,éfra Elfardalr,norrønt,1800,2020
438,Alvdal,Lille Elvedalen,til 1865,1800,2020
438,Alvdal,Lilleelvedalen,1875,1800,2020
438,Alvdal,Lille-Elvedalen,1900,1800,2020
438,Alvdal,Lille-Elvdalen,til 1917,1800,2020
439,Folldal,Foldalen,til 1917,1800,2020
439,Folldal,Foldal,til 1936,1800,2020
440,Kvikne,Kviknar,norrønt,1800,2020
440,Kvikne,Qveckne,1769,1800,2020
440,Kvikne,Qvekne,1801,1800,2020
440,Kvikne,Qvikne,til 1845,1800,2020
441,Os,Qvikne,til 1845,1800,2020
501,Lillehammer,litla Hamarr,norrønt,1800,2020
501,Lillehammer,Lille Hamer,1769,1800,2020
502,Gjøvik,Djúpvík,norrønt,1800,2020
502,Gjøvik,Dyupwiik,1432,1800,2020
511,Dovre,Dofra,norrønt,1800,2020
511,Dovre,Doffre,1769,1800,2020
512,Lesja,Lesjar,norrønt,1800,2020
512,Lesja,Læssøe,1769,1800,2020
512,Lesja,Lessøe,til 1840,1800,2020
512,Lesja,Lesje,til 1917,1800,2020
513,Skjåk,"Hofstrǫnd, Skiðakr(strǫnd)",norrønt,1800,2020
513,Skjåk,Skidakrum,1300-tallet,1800,2020
513,Skjåk,Skiager,til 1865,1800,2020
513,Skjåk,Skia(a)ker,til 4.6.1909,1800,2020
513,Skjåk,Skjaak,til 1918,1800,2020
514,Lom,"Lóar, Lóm",norrønt,1800,2020
514,Lom,Lomb,til 1801,1800,2020
515,Vågå,Vága,norrønt,1800,2020
515,Vågå,Ullinsyn,1300-tallet,1800,2020
515,Vågå,Waa(e)ge,til 1801,1800,2020
515,Vågå,Vaage,til 1917,1800,2020
515,Vågå,Vaagaa,1918,1800,2020
516,Heidal,Héydalr,norrønt,1800,2020
516,Heidal,Hedalen,til 1917,1800,2020
0516,Nord-Fron,Hedalen,til 1917,1800,2020
517,Sel,Sil,norrønt,1800,2020
517,Sel,Breden-Bygden,1737,1800,2020
517,Sel,Sell,1769,1800,2020
518,Fron*,Frón,norrønt,1800,2020
518,Fron*,Froen,til 1840,1800,2020
518,Nord-Fron,"Suðþorp, Hvammi",norrønt,1800,2020
518,Nord-Fron,Nordre Fron,til 8.5.1925,1800,2020
518,Fron,Nordre Fron,til 8.5.1925,1800,2020
519,Sør-Fron,"Hliðsstaða, Hundþorp",norrønt,1800,2020
519,Sør-Fron,Søndre Fron,til 8.5.1925,1800,2020
0519,Sør-Fron,Søndre Fron,til 8.5.1925,1800,2020
520,Ringebu,Hringabú,norrønt,1800,2020
520,Ringebu,Ringeboe,til 1801,1800,2020
520,Ringebu,Ringebo,til 1865,1800,2020
521,Øyer,Eyjabú,norrønt,1800,2020
521,Øyer,Øier,til 1917,1800,2020
522,Gausdal*,Gaus(ar)dalr,norrønt,1800,2020
522,Gausdal*,Gusdal,1801,1800,2020
522,Østre Gausdal,"Reiðaval, eystri Gausdalr",norrønt,1800,2020
522,Gausdal,"Reiðaval, eystri Gausdalr",norrønt,1800,2020
523,Vestre Gausdal,"Jǫðrudalr, vestri Gausdalr",norrønt,1800,2020
524,Fåberg,Fágaberg,norrønt,1800,2020
524,Fåberg,Faabergs Landdistrikt,1855,1800,2020
524,Fåberg,Lillehammer Landdistrikt,1855-75,1800,2020
524,Fåberg,Faaberg,til 1918,1800,2020
525,Biri,Biríð,norrønt,1800,2020
525,Biri,Børge,1575,1800,2020
525,Biri,Birie,1801,1800,2020
525,Biri,Birid,til 1865,1800,2020
526,Snertingdal,Snarteimsdalr,norrønt,1800,2020
526,Snertingdal,Snertingdalen,til 1917,1800,2020
527,Vardal,Vardalr,norrønt,1800,2020
527,Vardal,Wardal,1801,1800,2020
527,Vardal,Þótn,norrønt,1800,2020
528,Østre Toten,Þótn,norrønt,1800,2020
529,Vestre Toten,Ása,norrønt,1800,2020
529,Vestre Toten,Vestre Thoten,til 1855,1800,2020
530,Eina,Eini,norrønt,1800,2020
531,Kolbu,Kolabú,norrønt,1800,2020
532,Jevnaker,Jafnakr,norrønt,1800,2020
532,Jevnaker,Jevnager,1801,1800,2020
532,Jevnaker,Jævnager,til 1840,1800,2020
532,Jevnaker,Jævnaker,til 1865,1800,2020
533,Lunner,Hlunnr,norrønt,1800,2020
533,Lunner,Lynner,1800-tallet,1800,2020
534,Gran,Grǫn,norrønt,1800,2020
535,Brandbu,Brandabúi,norrønt,1800,2020
536,Land*,Land,norrønt,1800,2020
536,Søndre Land,Hof,norrønt,1800,2020
537,Fluberg,Fluguberg,norrønt,1800,2020
538,Nordre Land,Sinnini,norrønt,1800,2020
539,Torpa,Þorpar,norrønt,1800,2020
539,Torpa,Torpen,til 1917,1800,2020
539,Torpa,Aurardalr,norrønt,1800,2020
539,Torpa,Ourda(h)l,til 1841,1800,2020
540,Sør-Aurdal,Bagn,norrønt,1800,2020
540,Sør-Aurdal,Søndre Ourda(h)l,til 1841,1800,2020
540,Sør-Aurdal,Søndre Aurdal,til 1917,1800,2020
541,Etnedal,Etnardalr,norrønt,1800,2020
541,Etnedal,Etnedalen,til 1917,1800,2020
542,Nord-Aurdal,Etnedalen,til 1917,1800,2020
543,Slidre*,Sliðrar,norrønt,1800,2020
543,Vestre Slidre,vestri Sliðrar,norrønt,1800,2020
543,Vestre Slidre,heima Aasen,lokalt,1800,2020
544,Øystre Slidre,"Heggjar, eystri Sliðrar",norrønt,1800,2020
544,Øystre Slidre,austa Aasen,lokalt,1800,2020
544,Øystre Slidre,Østre Slidre,til 11.9.1925,1800,2020
545,Vang,Vangr,norrønt,1800,2020
545,Vang,Wang,1801,1800,2020
0580,Sollien,Setningsdalen,1700-tallet,1800,2020
0580,Sollien,Solliden,1865,1800,2020
601,Hønefoss,Hønefos,til 1884,1800,2020
601,Ringerike,Hringaríki,norrønt,1800,2020
601,Bragernæs,Brakanes,norrønt,1800,2020
601,Strømsøe,Kobbervig-Tangen,1600-tallet,1800,2020
602,Drammen,Drǫfn,norrønt,1800,2020
602,Drammen,"Drafn, Dramn",mellomnorsk,1800,2020
603,Holmsbu◎,Holmsbo(e),til 1900,1800,2020
604,Kongsberg,"Køningsberg, Konningsberg",1625,1800,2020
605,Ringerike,"Køningsberg, Konningsberg",1625,1800,2020
611,Tyristrand,Tyristrǫnd,norrønt,1800,2020
611,Tyristrand,Tyristranden,til 1917,1800,2020
612,Hole,Hólar,norrønt,1800,2020
612,Hole,Hoele,1801,1800,2020
0612,Hole,Hoele,1801,1800,2020
613,Norderhov,Njarðarhof,norrønt,1800,2020
613,Norderhov,Nordrug,1575,1800,2020
613,Norderhov,Nordrehoug,til 1840,1800,2020
613,Norderhov,Norderhov Landdistrikt,1855,1800,2020
614,Ådal,Árdalr,norrønt,1800,2020
614,Ådal,Aadalen,til 1917,1800,2020
614,Ådal,Aadal,1918,1800,2020
615,Flå,Flóðar,norrønt,1800,2020
615,Flå,Flaa,til 1918,1800,2020
616,Nes,Ness,norrønt,1800,2020
616,Nes,Næss,1801,1800,2020
616,Nes,Næs,til 1884,1800,2020
617,Gol,Gǫrðar,norrønt,1800,2020
617,Gol,Goel,1801,1800,2020
618,Hemsedal,"Skóðvinjar, Hemsudalr",norrønt,1800,2020
619,Ål,Áll,norrønt,1800,2020
619,Ål,Aal,til 1918,1800,2020
620,Hol,Hóll,norrønt,1800,2020
620,Hol,Hoel,1801,1800,2020
621,Sigdal,"Holmeimr, Sigmudalr",norrønt,1800,2020
622,Krødsherad,Krœðisheraði,norrønt,1800,2020
622,Krødsherad,Krydsherret,1801,1800,2020
622,Krødsherad,Krødsherred,til 1917,1800,2020
623,Modum,Móðheimr,norrønt,1800,2020
624,Eker*,Eikjum,norrønt,1800,2020
624,Eker*,Eger,til 1855,1800,2020
624,Øvre Eiker,éfra Eikjum,norrønt,1800,2020
624,Øvre Eiker,Øvre Eker,til 1917,1800,2020
625,Nedre Eiker,neðri Eikjum,norrønt,1800,2020
625,Nedre Eiker,Nedre Eker,til 1917,1800,2020
626,Lier,"Fraunar, Hlíðir, Liðir",norrønt,1800,2020
627,Røyken,"Mýrahvarf, Hraukvin",norrønt,1800,2020
627,Røyken,Røykini,mellomnorsk,1800,2020
627,Røyken,Røgen,til 1840,1800,2020
627,Røyken,Røken,til 1917,1800,2020
628,Hurum,Húðrimar,norrønt,1800,2020
628,Hurum,Hudrum,til 1840,1800,2020
628,Hurum,Hurums Landdistrikt,1855,1800,2020
629,Sandsvær*,"Elptarlǫyti, Sandshverfi",norrønt,1800,2020
629,Sandsvær*,Sandsværd,til 1840,1800,2020
629,Sandsvær*,Sandsvers Landdistrikt,1855,1800,2020
629,Ytre Sandsvær,ýtri Sandshverfi,norrønt,1800,2020
630,Øvre Sandsvær,Hedinstaða,norrønt,1800,2020
630,Øvre Sandsvær,Heistad,mellomnorsk,1800,2020
631,Flesberg,Flisberg,norrønt,1800,2020
631,Flesberg,Fletsberg,mellomnorsk,1800,2020
631,Flesberg,Fledsberg,til 1865,1800,2020
632,Rollag,Rollag,norrønt,1800,2020
632,Rollag,Rolloug,til 1840,1800,2020
633,Nore,Nórar,norrønt,1800,2020
633,Nore og Uvdal,Nórar,norrønt,1800,2020
634,Opdal,Uppdalr,norrønt,1800,2020
634,Uvdal,Opdal,til 22.1.1932,1800,2020
0680,Se 0711 Strømm i Vestfold,Opdal,til 22.1.1932,1800,2020
0681,Se 0781 Strømsgodset i Vestfold,Opdal,til 22.1.1932,1800,2020
0680,Se 0781 Strømsgodset i Vestfold,Opdal,til 22.1.1932,1800,2020
701,Svelvik◎,Sverðvík,norrønt,1800,2020
701,Svelvik◎,Svælvig,1795,1800,2020
701,Svelvik◎,Svelvigen,til 1855,1800,2020
701,Svelvik◎,Svelviken,til 1918,1800,2020
0701,Borre,Borre,til 1.6.2002,1800,2020
0701,Horten,Borre,til 1.6.2002,1800,2020
702,Holmestrand◎,Hólmastrǫnd,norrønt,1800,2020
703,Karljohansvern,Carljohansværn,1819-85,1800,2020
704,Åsgårdstrand◎,Aasgaardstrand,til 1918,1800,2020
0704,Tønsberg,Aasgaardstrand,til 1918,1800,2020
705,Tønsberg,Túnsberg,norrønt,1800,2020
705,Tønsberg,Tunsberga,ca 1130,1800,2020
706,Sandefjord,Sandefiord,1769,1800,2020
707,Larvik,Lagarvík,norrønt,1800,2020
707,Larvik,Lauvervigen,1733,1800,2020
707,Larvik,Laurvig(en),til 1855,1800,2020
707,Larvik,Laurvik,til 1884,1800,2020
0798,Fredriksvern,Friderichsværn,til 1801,1800,2020
0798,Stavern,Frederiksværn,til 1917,1800,2020
0798,Stavern,Fredriksvern,til 1.1.1930,1800,2020
0798,Stavern,Staffuernn,1664,1800,2020
0798,Stavern,Staværn,til 1885,1800,2020
709,Larvik,Staværn,til 1885,1800,2020
710,Sandefjord,Staværn,til 1885,1800,2020
711,Strømm,"Líðasund, Straumr",norrønt,1800,2020
711,Strømm,Strømmen,til 1917,1800,2020
711,Svelvik,Strømmen,til 1917,1800,2020
712,Skoger,Skógar,norrønt,1800,2020
712,Skoger,Schouge,1801,1800,2020
712,Skoger,Skouger,til 1865,1800,2020
712,Skoger,Skauger,1900,1800,2020
0712,Larvik,Skauger,1900,1800,2020
713,Sande,Sǫndvinjar,norrønt,1800,2020
713,Sande,Sandvinar,mellomnorsk,1800,2020
714,Hof,"Rǫyrdal, Hof",norrønt,1800,2020
714,Hof,Røyrdal,mellomnorsk,1800,2020
714,Hof,Hoff,1801,1800,2020
715,Botne,Botnar,norrønt,1800,2020
715,Botne,Bothne,1801,1800,2020
715,Botne,Botne Landdistrikt,1855,1800,2020
0715,Holmestrand●,Botne Landdistrikt,1855,1800,2020
716,Våle,Válir,norrønt,1800,2020
716,Våle,Waale,1801,1800,2020
716,Våle,Vaale,til 1918,1800,2020
716,Re,Ré,norrønt,1800,2020
717,Borre,Borró,norrønt,1800,2020
717,Borre,Borre Landdistrikt,1855,1800,2020
718,Ramnes,Hrafnnes,norrønt,1800,2020
718,Ramnes,Rafnnes,mellomnorsk,1800,2020
718,Ramnes,Ramnæs,til 1884,1800,2020
719,Andebu,Andabú,norrønt,1800,2020
719,Andebu,Anneboe,1801,1800,2020
719,Andebu,Andebo,til 1865,1800,2020
720,Stokke,Stokkar,norrønt,1800,2020
720,Stokke,Stoche,1801,1800,2020
721,Sem,Sœheimr,norrønt,1800,2020
721,Sem,Sæme,1300-tallet,1800,2020
721,Sem,Sæm,til 1884,1800,2020
